StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,sex,sex_3_TEXT,age,marit_status,children,employ_status,employ_status_6_TEXT,SES,tested_positive,know_tested_positive,no_bots,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self-control__1,trait_self-control__2,trait_self-control__3,trait_self-control__4,Self-esteem_1,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology_1,moral_circle1,health_1,Q108_1,CRT1,CRT2,CRT3
2020-04-29 20:52,2020-04-29 21:05,IP Address,68.148.246.239,100,736,TRUE,2020-04-29 21:05,R_vIxTHTvDXocxHMJ,,,,,53.46090698,-113.3713989,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,22,Single,0,Student,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40,40,8,8,0,0,0,8,8,0,0,0,0,0,10,8,10,0,0,0,0,0,0,0,0,0,8,8,10,10,10,10,10,8,0,0,7,0,0,0,0,0,0,10,8,0,0,5,5,0,0,0,8,0,60,2,11,8,0,50,300 minutes,4
2020-04-29 20:44,2020-04-29 21:07,IP Address,209.171.88.79,100,1383,TRUE,2020-04-29 21:07,R_3oI5q1MtvtNbnLO,,,,,43.73269653,-79.54109955,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,39,In a relationship,0,Employed full time,,4,No,No,213,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,0,100,0,8,7,4,3,2,10,4,0,0,0,0,3,10,8,10,0,0,9,8,7,7,8,5,4,10,7,8,8,10,9,8,10,3,3,8,3,6,0,2,3,0,10,10,7,0,5,5,1,2,1,10,50,50,4,12,7,0,25,300,7
2020-04-29 20:43,2020-04-29 21:07,IP Address,24.244.85.215,100,1429,TRUE,2020-04-29 21:07,R_25R3VMF3l7PYPIM,,,,,44.53160095,-78.5490036,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,44,Married,1,Employed full time,,4,No,No,213,10,0,9,10,10,10,10,10,10,10,10,10,10,10,10,80,80,40,4,4,5,6,7,10,10,1,0,0,0,0,10,10,10,0,1,5,7,9,9,6,3,10,7,4,7,8,8,9,8,9,7,1,7,0,6,6,9,0,2,10,10,7,0,7,7,0,7,9,10,10,30,4,16,7,0,50 cents,3 hours,
2020-04-29 20:44,2020-04-29 21:07,IP Address,70.52.162.59,100,1409,TRUE,2020-04-29 21:07,R_3FalFdN0dwJtYCB,,,,,43.66439819,-79.41950226,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,38,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,25,50,25,5,5,5,10,10,10,10,0,0,0,0,5,10,10,10,0,0,10,10,8,10,9,10,10,7,8,7,6,6,6,9,8,9,6,5,0,8,0,9,0,2,10,10,7,0,8,5,0,5,5,10,50,70,3,16,7,0,50 cents,900 minutes,
2020-04-29 20:50,2020-04-29 21:08,IP Address,68.148.168.16,100,1080,TRUE,2020-04-29 21:08,R_1FESg9yqgGYjqVW,,,,,53.55340576,-113.4981995,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,60,Married,3,Employed part-time,,5- In the middle in Canada,No,No,213,9,3,5,9,10,8,8,8,6,6,7,9,7,9,6,60,20,20,6,6,7,7,5,9,9,5,2,1,0,5,5,8,8,3,5,8,8,9,9,8,5,4,6,6,6,6,6,7,5,5,6,4,5,5,3,3,5,4,5,8,8,6,2,6,7,6,5,7,5,80,80,5,5,6,0,50,3 min,4 hrs
2020-04-29 20:42,2020-04-29 21:08,IP Address,24.156.195.31,100,1578,TRUE,2020-04-29 21:08,R_3324PJmN0qdXP9T,,,,,44.17419434,-77.37010193,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,67,Married,3,Employed full time,,5- In the middle in Canada,No,No,213,10,0,9,10,10,10,8,10,10,5,10,10,5,5,5,75,25,0,8,5,5,8,5,10,10,5,5,5,5,5,9,8,5,5,5,8,5,8,5,5,5,5,7,8,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,3,5,0,50 cents,3 minutes,4 hours
2020-04-29 20:43,2020-04-29 21:08,IP Address,72.136.113.39,100,1520,TRUE,2020-04-29 21:08,R_1OjZmYq8o49uXK7,,,,,43.73869324,-79.72709656,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,40,Married,2,Employed full time,,6,No,No,213,0,0,0,0,0,8,8,10,10,10,10,10,9,9,10,0,100,0,5,8,5,3,5,9,8,2,2,2,0,4,8,8,9,0,1,8,9,10,8,5,5,0,7,7,5,3,2,2,6,5,10,1,7,8,8,3,8,8,1,9,8,5,0,7,5,0,9,9,9,20,60,7,5,1,0,25,300 minutes ,7hrs
2020-04-29 20:55,2020-04-29 21:09,IP Address,67.71.21.9,100,843,TRUE,2020-04-29 21:09,R_vSO6UEZk1p1lKhj,,,,,43.56390381,-79.71720123,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,21,In a relationship,0,Employed full time,,6,No,No,213,10,1,6,10,10,10,10,9,9,10,9,9,10,10,10,90,10,0,9,8,4,5,2,9,9,1,1,0,1,4,9,8,9,1,0,10,9,9,9,8,8,3,9,9,8,9,10,10,10,10,2,0,8,5,5,9,6,5,3,10,9,7,0,8,8,0,8,3,9,30,20,5,5,9,0,50,3,7
2020-04-29 20:53,2020-04-29 21:10,IP Address,174.118.162.54,100,1010,TRUE,2020-04-29 21:10,R_1rel41Q1Njct18j,,,,,48.93319702,-55.66490173,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,39,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,5,7,10,10,10,10,10,50,25,25,7,7,3,7,5,10,10,0,0,0,0,4,10,10,10,0,0,7,7,7,6,6,0,7,5,5,5,3,5,8,0,10,10,7,0,0,0,5,5,0,0,10,10,0,0,0,0,0,5,0,10,10,20,3,11,7,0,25,300,2
2020-04-29 20:42,2020-04-29 21:10,IP Address,174.112.17.251,100,1668,TRUE,2020-04-29 21:10,R_3D8gIeHxWVeJWEu,,,,,45.27220154,-75.75219727,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,62,Single,1,Retired,,2,No,No,213,9,0,10,10,10,7,7,7,5,8,5,5,2,10,10,95,5,0,1,2,0,10,5,9,9,5,5,5,0,5,10,10,10,0,5,10,10,8,10,5,10,4,2,5,3,5,5,7,5,5,10,5,0,1,0,5,5,5,0,10,10,0,0,5,5,0,7,7,10,0,50,5,16,1,0,25,300,7
2020-04-29 20:43,2020-04-29 21:10,IP Address,184.147.23.12,100,1603,TRUE,2020-04-29 21:10,R_0ulE6aFNr5vJf8t,,,,,43.66670227,-79.38040161,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,50,In a relationship,0,Employed full time,,7,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,50,50,9,8,8,9,8,10,9,0,0,0,0,0,10,10,10,0,0,10,10,10,10,9,10,8,9,10,10,10,10,10,10,10,0,4,10,0,0,0,0,0,0,10,10,0,0,8,0,0,0,8,10,0,30,5,16,9,0,50 cents,300 minutes,4 hours
2020-04-29 20:43,2020-04-29 21:11,IP Address,24.140.235.85,100,1657,TRUE,2020-04-29 21:11,R_OiKzzfu3EAmYlHP,,,,,43.66529846,-79.43430328,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,53,Single,1,Employed full time,,6,No,No,213,10,0,8,10,10,9,9,10,7,10,10,10,3,9,9,50,50,0,6,6,5,6,2,10,10,1,0,0,0,2,10,7,7,0,1,6,7,9,9,6,4,9,6,7,9,9,9,9,4,6,7,4,7,6,7,3,7,6,1,9,7,3,0,7,4,2,5,6,6,10,20,6,12,9,0,50,30,4
2020-04-29 20:51,2020-04-29 21:11,IP Address,70.49.149.255,100,1218,TRUE,2020-04-29 21:11,R_3OixfNDNIp0mMcp,,,,,44.31359863,-78.23999786,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,39,Married,2,Employed full time,,5- In the middle in Canada,No,Yes,213,6,2,2,9,9,10,10,10,8,10,10,10,10,10,10,40,60,0,3,5,5,8,3,10,10,8,8,5,3,1,9,9,9,1,1,5,4,8,8,3,7,9,6,6,5,8,8,8,4,8,3,7,1,1,5,1,3,1,2,10,10,5,0,5,8,1,1,8,9,50,50,5,4,5,0,50 cents,3 minutes ,16 hours
2020-04-29 20:42,2020-04-29 21:11,IP Address,68.150.127.50,100,1730,TRUE,2020-04-29 21:11,R_1hZq3htE55aM4YW,,,,,53.63200378,-113.6362991,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,24,In a relationship,0,Employed part-time,,9,No,No,213,10,0,10,10,10,8,8,10,6,6,8,8,7,8,8,80,10,10,6,9,5,6,5,9,9,3,0,0,0,1,7,8,7,0,2,5,5,5,5,5,6,6,7,6,7,6,7,7,4,6,6,5,5,5,6,5,6,4,2,10,8,5,1,6,5,0,4,6,8,70,70,3,11,7,0,0.25,300 minutes ,16 hours 
2020-04-29 20:44,2020-04-29 21:11,IP Address,65.94.203.23,100,1666,TRUE,2020-04-29 21:11,R_1eDBNQctEW1hMdK,,,,,43.45170593,-80.57109833,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,25,Single,0,Employed full time,,7,No,Yes,213,10,0,10,10,10,10,10,10,10,10,10,10,7,10,10,30,30,40,0,7,5,5,1,8,5,10,1,1,9,5,10,0,10,0,5,8,,,,8,,,9,10,8,8,9,9,7,8,3,2,7,5,8,0,,,3,10,10,0,0,0,10,0,10,10,10,70,60,5,16,10,0,50,300,4
2020-04-29 20:43,2020-04-29 21:12,IP Address,108.162.72.198,100,1719,TRUE,2020-04-29 21:12,R_12PEIKhTRQgyozR,,,,,42.4210968,-82.19390106,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,42,Married,0,Employed full time,,8,Yes,No,213,9,0,9,9,10,9,10,9,8,7,10,10,10,10,10,50,50,0,5,7,5,8,5,9,10,0,0,0,0,1,9,8,8,0,1,2,1,6,7,7,8,10,7,7,8,2,6,7,5,8,1,6,1,4,7,1,8,7,1,9,6,3,0,6,3,1,3,6,9,10,60,9,3,7,0,50,300,4
2020-04-29 20:55,2020-04-29 21:12,IP Address,68.144.198.210,100,1025,TRUE,2020-04-29 21:12,R_3fZhReU0RkjVDHy,,,,,49.65060425,-112.8371964,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,26,In a relationship,0,Other,Disabled,3,No,No,213,5,7,5,5,5,5,5,5,5,5,0,3,5,3,0,90,10,0,4,4,2,4,3,2,0,9,8,5,5,8,6,7,5,0,7,1,0,5,5,4,5,5,0,2,1,1,5,5,6,5,0,1,1,2,2,5,1,3,3,3,1,1,5,3,1,8,2,4,1,0,0,5,6,3,0,,,
2020-04-29 20:54,2020-04-29 21:14,IP Address,142.167.31.93,100,1151,TRUE,2020-04-29 21:14,R_1rDHEIgr3Y50ops,,,,,47.53340149,-52.7594986,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,35,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,7,2,5,5,8,1,5,1,1,0,7,5,2,5,3,95,5,0,8,7,5,5,5,10,10,0,2,2,0,5,5,8,8,2,0,8,8,8,8,8,5,5,8,7,7,7,6,6,10,8,2,1,7,5,7,3,6,2,3,8,8,5,0,6,5,3,7,7,7,20,20,5,4,8,0,50,3 minutes,7 Hours
2020-04-29 20:52,2020-04-29 21:14,IP Address,174.0.177.63,100,1312,TRUE,2020-04-29 21:14,R_30c0dKIiQhkr4Xh,,,,,51.12019348,-113.9429016,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,65,Married,2,Employed full time,,6,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,75,20,5,8,6,10,5,7,10,10,1,0,0,0,0,10,10,10,0,2,10,10,10,10,3,0,0,9,7,10,10,10,10,8,10,1,0,7,1,10,0,10,6,0,10,10,7,0,10,10,0,6,10,10,50,60,8,1,7,0,50,3,12
2020-04-29 20:43,2020-04-29 21:15,IP Address,24.222.212.243,100,1873,TRUE,2020-04-29 21:15,R_2S0q2ZYp0Rau346,,,,,48.917099,-57.79789734,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,63,Married,5,Retired,,5- In the middle in Canada,No,No,213,10,0,9,10,10,10,10,10,9,9,10,10,10,10,10,50,25,25,8,8,8,9,8,10,10,3,0,0,0,5,8,9,9,0,0,7,8,8,8,8,7,10,8,7,8,7,8,9,7,7,7,4,3,5,4,2,5,3,0,10,7,4,0,2,4,0,6,6,7,50,50,5,13,8,0,25,3 minutes,4 hours
2020-04-29 20:44,2020-04-29 21:15,IP Address,50.100.31.131,100,1871,TRUE,2020-04-29 21:15,R_1kGJnlHQY3eMSwH,,,,,43.69090271,-79.30979919,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,49,In a relationship,1,Employed full time,,5- In the middle in Canada,No,No,213,8,0,10,10,10,10,10,10,6,10,5,10,4,10,6,0,50,50,8,8,9,5,5,10,10,5,5,5,5,5,10,9,10,5,0,8,5,5,8,5,5,0,8,8,7,5,6,7,7,10,2,5,6,0,4,0,3,0,3,8,8,5,0,5,5,8,0,2,5,10,10,0,10,8,0,50,3,8
2020-04-29 20:52,2020-04-29 21:15,IP Address,24.138.23.17,100,1413,TRUE,2020-04-29 21:15,R_1GUJpQJmWMpjZwZ,,,,,44.6835022,-63.57779694,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,64,Single,3,Employed part-time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,9,9,10,10,10,10,10,150,50,0,8,7,5,8,8,10,10,0,0,0,0,7,9,9,9,1,9,10,10,10,10,10,10,10,10,10,8,9,9,10,6,7,6,5,10,2,7,5,8,2,2,10,10,8,1,9,9,2,9,9,9,0,0,5,1,8,0,50,100,6
2020-04-29 20:44,2020-04-29 21:15,IP Address,174.118.59.83,100,1875,TRUE,2020-04-29 21:15,R_2qarLP3UX4CXYui,,,,,47.373703,-68.32510376,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,64,Single,2,Retired,,1,No,No,213,10,0,10,9,10,9,9,9,7,9,5,6,3,3,3,10,75,15,7,6,7,9,7,10,10,5,4,4,3,0,10,10,10,0,0,5,6,6,5,7,5,6,8,8,6,7,7,7,6,6,8,5,8,4,1,0,2,1,0,10,10,5,0,8,6,0,0,5,10,10,40,8,9,5,0,50,3 minutes,6
2020-04-29 20:56,2020-04-29 21:16,IP Address,68.148.28.116,100,1201,TRUE,2020-04-29 21:16,R_2tlqg0UB1h9Dx0C,,,,,53.45629883,-113.5802994,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,28,Single,0,Employed part-time,,6,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,100,1,4,10,10,10,10,10,8,6,5,7,3,9,8,9,0,0,8,8,9,10,8,5,6,4,4,4,6,3,4,0,6,10,6,4,0,3,1,5,0,3,10,10,7,0,6,6,10,7,8,10,50,60,1,12,7,0,50 cents,3 minutes,7 hours
2020-04-29 20:57,2020-04-29 21:16,IP Address,156.34.192.223,100,1164,TRUE,2020-04-29 21:16,R_p4RpO4Xh1qgUiPf,,,,,45.53419495,-65.85520172,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,57,Single,1,Employed full time,,5- In the middle in Canada,No,Yes,213,10,0,10,10,10,10,10,10,7,10,10,10,10,10,10,0,70,30,7,7,5,10,8,10,10,0,0,0,0,0,10,10,10,0,0,6,6,9,2,1,7,7,9,4,6,4,4,4,6,8,10,0,1,0,0,0,8,0,10,10,10,0,0,7,7,10,0,0,10,60,60,5,10,4,0,50,300,4
2020-04-29 20:51,2020-04-29 21:16,IP Address,174.119.27.29,100,1522,TRUE,2020-04-29 21:16,R_6sbPOL17yppJp8l,,,,,43.86779785,-79.44200134,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,58,Married,2,Employed full time,,5- In the middle in Canada,No,No,213,8,0,10,9,10,9,9,9,9,9,9,9,9,9,9,90,5,5,7,5,5,5,5,9,9,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,8,8,7,8,3,5,7,5,5,5,5,5,5,9,9,7,0,7,5,0,5,5,8,50,50,5,16,7,0,25,3,2
2020-04-29 20:42,2020-04-29 21:16,IP Address,70.69.174.99,100,2037,TRUE,2020-04-29 21:16,R_xgetgEufjWmbJvP,,,,,49.63459778,-122.0379944,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,60,Single,0,Retired,,5- In the middle in Canada,No,No,213,10,0,10,10,10,8,10,10,0,0,10,10,8,10,9,100,0,0,5,5,2,3,0,10,8,0,0,0,0,7,10,10,10,0,5,0,0,2,0,0,0,0,5,5,5,5,7,8,5,6,10,7,7,1,0,2,3,0,0,10,7,0,0,2,2,2,0,0,7,10,10,7,11,8,0,50 cents,3 minutes,7 hours
2020-04-29 20:56,2020-04-29 21:17,IP Address,69.158.82.204,100,1254,TRUE,2020-04-29 21:17,R_1INwoftUQ7XeDDQ,,,,,45.4980011,-75.39160156,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,57,In a relationship,0,Retired,,6,No,No,213,9,1,9,9,10,8,8,10,7,7,9,9,7,10,9,80,10,10,6,5,5,4,3,8,7,2,2,1,1,6,7,7,7,2,2,6,6,8,7,4,8,7,6,6,3,4,3,1,8,8,2,3,7,6,4,5,7,4,4,9,7,7,0,6,5,1,3,5,9,80,80,2,3,8,0,50 cents,3 minutes,4 hours
